Clothing ID,Age,Title,Review Text,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name
841,60,I love this top,"This is even nicer in person than it is online. i absolutely love it. i am 5' 5"" and 128 lbs. and ordered my usual size small. i probably could have worn an extra small, but don't feel like the small is too big. this could be my favorite purchase of the season.",5,1,0,General,Tops,Blouses
836,59,?????? love this blouse,"For me this is the perfect blouse. alone or with a cardigan it's a winner. not too low cut, armholes are perfect. i would buy other colors if they were available.",5,1,2,General,Tops,Blouses
829,25,"Felt cheap, not like retailer","This top seemed so unique online, but in person it was really nothing like the pics. super full, shorter cut. the quality wasn't what i thought it would be. i will gladly pay for nice,quality fabric and unique prints anyday... but this wasn't any of those things..",2,0,0,General Petite,Tops,Blouses
836,40,Great top - versatile and well made,"I bought this top in a size 6 - i'm 5'5"" with a longer torso. i thought at first that this would be too boxy and cropped but it fits very well and it still covers my stomach when i raise my arms up. the material is on the thicker side so it's a little more structured which i think gives it a nice look and drape. i feel like i could wear this shirt out on a casual day or to work with a blazer over it to dress it up more. i highly recommend it especially since the material is linen and cotton whic",5,1,3,General,Tops,Blouses
836,75,"Cute casual top, but note length","I am 5'6"" and wear a medium. i ordered an 8 and a 10 and am keeping the 10, which is a little large but, importantly, is a full 2 inches longer than the 8. this is important to me because several of my casual pants begin a couple of inches below the waist and, as noted by another reviewer, and as is evident on the model, the top hits just below the waist. also, it is cotton/linen and may shrink (since it is ivory, i assume it will see a few washings). i don't want to worry about the ""gap"", but i",4,1,3,General,Tops,Blouses
829,40,"Beautiful top, but ill filtting","This top is gorgeous and beautifully made. however, the fit leaves a lot to be desired. the other parts of the straps pucker out and do not lay flat on your skin. i tried to make this work but just couldn't, so it's going back.",2,0,17,General Petite,Tops,Blouses
1116,60,Must have statement piece,The quality of this jacket is outstanding. color combination is very chic and sophisticated. jacket is warm but not bulky.,5,1,3,General,Jackets,Outerwear
829,40,,,5,1,0,General Petite,Tops,Blouses
836,56,"Spring, summer, fall","This casual top is adorable! a great top for jeans, linen pants or shorts! it would be cute with skirts too. 
i love the heavy feel of the fabric. too many fabrics today are thin and/or clingy. this is soft, but is substantial. it works well on my body-type. tall, thin, without much figure. it's not cheap, but something i'll likely keep for a few years.",5,1,1,General,Tops,Blouses
1116,56,This sweater is adorable.,"Great fit. colors look just like the pic. not too heavy but, warm and cozy.",5,1,1,General,Jackets,Outerwear
829,39,Pink,"I actually rather like this top, i ordered a size smaller than usual, based on how flowy it looks in the picture, and was quite pleased. the pink color is rich, and i love the cut work... it has a bit of a sparkle in it, and is very pretty and flattering on the back. it does swing out a lot, but i ended up half tucking it. the pink color is very nice. it is gauze material, so of course, it is thin. i usually buy 0 but this 00 was great. also, there was no petite in the pink, so can't comment on",5,1,0,General Petite,Tops,Blouses
829,46,,,5,1,0,General Petite,Tops,Blouses
836,48,Beautiful spring top,"I found this top in the roc center store and knew i had to have it! when my usual size 2 was unavailable, i sized down to a 0 because it looked plenty big and it fits fine. i bought the ivory color and love it! i plan on wearing it with pants as well as skirts. it's a lovely shade of ivory, quite flattering. boxy tops are often not for me, but this one is perfect!",5,1,2,General,Tops,Blouses
836,26,Love this shirt,I love this shirt. i bought it in both black and white and i get compliments every time i wear it. i totally recommend this top! it's a great material and easy to wear with a lot of different bottoms.,5,1,0,General,Tops,Blouses
836,47,Perfect basic!,"Get this one during the 20% sale. if you dry clean it, you will have it forever!",5,1,0,General,Tops,Blouses
836,40,Love this top!,The quality of this blouse is great. a bit on the thick side which i like. the fronts a bit shorter than the back. looks great with joggers or jeans. great neckline and design. i bought this in black and wore it with camo pants and sandals. love it!,5,1,0,General,Tops,Blouses
836,49,Nice top,"This top is very well made. nice heavy material for those in between days. the back is slightly longer than the front and it is well finished inside. i ordered a 00 which fits great in the body area, but a little tight on my arms. still a keeper!",5,1,1,General,Tops,Blouses
1116,43,Stellar funky 70's look,"The picture does no justice to this stellar piece. its extremely comfortable and looks extremely chic!!! its very 1970's , studio 54 look and ive received tons of compliments!!!! at the price point, its worth it!!!!!",5,1,2,General,Jackets,Outerwear
943,57,Sweater,Beautiful sweater that looks great with jeans.,4,1,1,General,Tops,Sweaters
829,83,Beautiful beautiful top!,"I found this top to be quite flattering.........the slight give in the outer straps is necessary to allow for arm movement without issue.
i did not find it to diminish the aesthetic value.
i purchased it in white and loved it so much that i ordered the black also....not much of a pink person or i would have gotten that one too!
classic with a bit of a casual edge.
a must get!",5,1,1,General Petite,Tops,Blouses
836,44,,Super simple top that's comfy. i like a looser fit and its boxy- both things i like. seems like it will be a staple piece.,5,1,0,General,Tops,Blouses
836,33,,This top is very nice heavier weight linen. i normally wear a small or size 6 in retailer but this seemed a bit on the larger size than normal. it's still great quality and i'll probably keep it. a great item to wear for a long time!,4,1,0,General,Tops,Blouses
829,30,Lovely idea that does not work,"I was drawn to this top because of the interesting and detailed straps, which are embroidered with a lovely triangle pattern. however the embroidery takes away any stretchy-ness or give in the cotton and makes the top a beautiful but ill-fitting harness for anyone with any breasts or full-figured lusciousness. the worst part is that the top hem along the top is embroidered and rigid just like the straps, so it feels like you are wearing an uncomfortable strapless top. i wanted to keep this but h",2,0,18,General Petite,Tops,Blouses
836,26,Versatile piece! glad i did not order the petite.,"I'm consistently a 0p in this brand, but i ordered a regular zero, and i'm glad i did not get the petite because it would have been too cropped for me. it's a bit boxy, and the material is thicker than i thought, but it is a versatile piece that look forward to wearing!",4,1,0,General,Tops,Blouses
836,48,Flattering cut,"Love this top! it hits at the top of the waist & is very flattering. the fabric is thicker than i thought it would be and had a deep texture. when i first took it out of the package, i thought it would be a ""send-back"" because it looked kind of square & shapeless. but once on, it took on a whole other look.",5,1,0,General,Tops,Blouses
836,53,"Love, love, love it!","Saw this top on-line and thought i would give it a try. i am glad i did. there is not a thing wrong with this top. cute design, nice weight fabric,(no cami needed underneath) and it fits very well. for reference i am 5' 1"", 120lbs. and 35c. and of course it goes with literally every piece of clothing you would wear on the bottom half of your body!
this is a keeper.",5,1,1,General,Tops,Blouses
829,23,Beautiful & tricky,"I'd recommend getting this top- but only after understanding its limitations. it's beautiful and i bought it even after reading the other critical and accurate reviews because i so loved how it paired with the skirt. unless you size down the rigid form of the embellished straps will lie funny, and the rest of the top fits bizarrely as it is both short (it could almost expose the bottom of your stomach) and has lots of fabric so it almost flows out all around you (accentuating your stomach and ma",3,1,0,General Petite,Tops,Blouses
829,32,Beautiful!,"Love this top! with swing/loose tops, i always size down. i'm 5'1"", 115, 34b, and took a 0. it fit very well, i tried a 2 on as well and i could see what the other reviewers were saying about the top part not laying flat. so size down if you can! i got white so i use a nude bandeau bra with it, works well!",5,1,0,General Petite,Tops,Blouses
836,56,Love,"This is a really unique and well made top. i saw it online and thought it would be boxy. but when i tried it on in my local retailer it fits perfectly and i love the shape. i bought the size small. i will say this is not a long shirt, skims just over the belt line so i will be careful when laundering. i will be getting a lot of wear out of this.",5,1,9,General,Tops,Blouses
943,43,Boxy,"I loved the design online but the sweater is bulky and boxy. i had chosen the cream with blue and now looking back at the other pictures of the beige/cream it represents it better. it made me look very wide. loved it online but it wasn't for me, returned it.",2,0,1,General,Tops,Sweaters
836,19,Perfect,Goes with absolutely everything. it's very comfortable and versatile. can be dressed up or dressed down. great thing to have in the closet when you don't know what to wear!,5,1,0,General,Tops,Blouses
836,46,Loved it but it ran. . .,"Absolutely loved this top but after i washed it the underside color ran at the stitching. it is all white on the outside but at the bottom hem it has a really cool 1"" lining in a mustard color. i did a cold water wash and flat to dry. i noticed around the stitching at the bottom the mustard color has bled through just at the area of the mustard color stitching. 

i am so disappointed b/c i loved this top.",1,0,2,General,Tops,Blouses
836,65,Beautiful quality and fit! summertime!,"I held my breath as i slid this on for the first time right out of the package; the size 8 was perfect for me (usual medium, size 8, short-waisted, 34f)! this blouse is truly a find: luxurious linen in a unique, appealing design, excellent fit (the pleat at the back gives nice room to make the fit just right, the v-neck is not too deep (thankfully bra friendly!), the slightly lower back length is stylish but not extreme, and finally, admirable craftsmanship. i highly recommend! this will feel di",5,1,7,General,Tops,Blouses
936,35,Cozy chunky sweater,"The color and weave of this sweater is really beautiful and it looks very expensive. it is heavy- this is not a lightweight cardigan so save it for the coldest of days! i wore with a white tee like in the picture and jeans, and i did have to roll the sleeves up like the model. i'm not sure that i have a jacket that would fit over this sweater because it is somewhat bulky, but i am still very happy with the purchase. you could wear this at home to lounge in, or out and about for casual outings.",4,1,4,General,Tops,Sweaters
1050,62,,"I really feel in love with the details of these joggers and they did not fail me when they arrived. i haven't worn them yet but tried them on and they seem like nice little relaxed wear with a tee shirt. i can see them being worn with a cami in warm weather or a relaxed tee shirt in a variety of colors. all in all , very versatile , and i recommend them.",4,1,6,General,Bottoms,Pants
952,47,Gorgeous and unusual,"This sweater is the kind of find i hope for when i browse the retailer website or walk into the store. i tried two sizes -- i sometimes wear an s and sometimes an xs these days -- and after trying them both i felt that with this sweater it was better to err on the side of snugness. the hooks and eyes pull a bit, but i won't be fastening this all the way to the top. the smaller size works better to hug my waist before the peplum flares out. the color is a dreamy pinky nude (more pink than nude), an",5,1,3,General,Tops,Sweaters
949,49,Warm and cozy poncho,Love this poncho - plan to take it to europe this fall. warm and cozy yet not constricting. great neutral color!,5,1,0,General,Tops,Sweaters
1008,36,"Cute skirt for work, then drinks","This skirt is great for the office, but also stylish enough to wear out to drinks/dinner afterwards. i think it fits a little big - i'm usually s and i ended up with an xs.

i think the tan is a little cuter than the gray in person, so i would recommend this one.",5,1,0,General,Bottoms,Skirts
1008,43,Maintains shape,"Love this skirt because of the colors, the unique style, and for a knit skirt i'm very impressed that it maintains shape throughout the day. great skirt to own. received several compliments. had to size up from a 2 to a 4. 28"" waist and 36"" hips. the size 2fit snugly and not very appropriate for work, but great for a night out. the size 4 is still form fitting, flattering and work appropriate. very comfortable going up a size without compromising the form fit.",5,1,0,General,Bottoms,Skirts
952,46,Early spring?,"This sweater is beautifully detailed, however, it seems too spring like to be for sale before christmas. very pretty. the cut may not be for everyone. it is like a peplum on the bottom and looks best open, as shown, on my busty top (36d) it seems cut slightly large but i am keeping my usual size medium. i'll keep for early spring! colors are as shown, detail better in person.",5,1,4,General,Tops,Sweaters
927,50,Great fall coat,I was looking for a coat to wear over dresses. this one is the perfect length and works over all lengths of dresses (and looks awesome with jeans too). my only concern is how it will hold up in the rain - it hasn't happened yet!,4,1,0,General,Tops,Sweaters
952,43,Lovely sweater!,This is a beautiful sweater.,5,1,0,General,Tops,Sweaters
952,54,A mixed bag,"I loved the shape of this sweater. the way it draped from the waist was flattering and different. the sleeves were a strange length, however, between long and 3/4 length which made it look like they the sweater was just too short for me. the color looked peachy or pink in the photo, but in reality, it was almost skin tone, which was not flattering with my olive coloring. paler women might find it attractive. the real downside for me was the fabric which was thin with the flowers mainly printed o",3,0,0,General,Tops,Sweaters
952,48,Beautiful unique sweater,I love birds,4,1,0,General,Tops,Sweaters
952,49,The birds and the beads!,"This cardigan is not my usual color choice, but the details were so beautiful i had to buy it when i saw it at the store. the birds and flowers are detailed with sparkly little beads that are prettier in reality than you can see in these photos. it's also a versatile piece that can be worn in many ways and dressed up or down. i'm only 5'1"" but i didn't need the petite (which is good since it is sold out in petite). the sleeves are cropped so they don't hang too low for me. the sweater is hand wa",5,1,0,General,Tops,Sweaters
952,58,,This is a great looking sweater. very nice quality and is a great design. can wear with many colors. love the look of this sweater and how it lays with the extra attachment on the bottom of it to make it kinda have a floating and airy look. nice!!!!.,5,1,0,General,Tops,Sweaters
1019,43,,This skirt is nicer in person. the fit is a little strange. the waist is tts but rest of the skirt runs a size large. i am a curvy size 8 and purchased the 6 based on another review. the waist is a tad snug but overall the skirt fits. it's too beautiful to return.,5,1,0,General,Bottoms,Skirts
1098,49,Big wow factor,"I was uncertain about purchasing this dress. wow so glad that i did. i'm 5'5"" and 138lbs. i can wear a small or medium so i ordered both. the small was plenty big enough. wore it to a family event and received numerous compliments. so different from anything else and classy with the longer length. thanks for a great dress! i hope that it cleans well!",5,1,2,General,Dresses,Dresses
903,48,"Comfy, soft","I ordered this in the ""chocolate"" color which is really a pinkish/taupe-brown. but i love the color; it's neutral yet not too pale, just the right hue to go with almost any color and the style works with any outfit, from jean shorts to a dress. i love how soft the knit is. although i worry it might be prone to snag, especially the open-weave sections. i also love that the sleeves are full length, fitted enough to be pushed up on my forearms yet i can pull them down past my wrists when i am chill",5,1,7,General,Tops,Fine gauge
927,49,Love the overall look of this piece!,"I love the overall look and comfort of this piece. my only negative is that since it is not lined, the folds in the material on the inside are somewhat noticeable, especially in the shoulder areas. i guess since it is a light color it is more obvious to me, but it is not something that would make me return it. it is comfortable and looks great on.",4,1,0,General,Tops,Sweaters
952,56,Design is stamped on,"From the photos, i thought the design was embroidered. in reality, it is stamped on. there is a tiny bit of embroidery and a few sequins, but overall, the design is just printed on the fabric. i didn't feel it looked good, in fact it looked kind of cheap to me, so i returned it. the overall style of the jacket was great and it would have looked equally good for work or casual. i was disappointed it didn't work out.",1,0,0,General,Tops,Sweaters
1098,69,Love this dress,This dress is so cute and comfortable. i'm normally a 0 or 2 and the xs is plenty roomy even though this is a clingy knit. the nice cotton under slip hides all the bumps and bulges. only worry is whether or not the loose weave will pick and how it will clean but so far i am thrilled.,5,1,2,General,Dresses,Dresses
1008,28,Beautiful from the front - problematic back,"This is an absolutely beautiful skirt from the front. gives a perfect hourgass shape with the strategic color blocking. however, if you have ""shapely"" hips and back-side, this will definitely emphasize that. had to take it back. a little bit much for work and other formal/professional events. however, if you're less endowed in that area, it might work well. gives a great shape!",3,1,0,General Petite,Bottoms,Skirts
1021,66,One of a kind skirt,"Unique and well-made skirt, sure to turn heads.  embroidery is lovely.  def a statement piece for any wardrobe.",5,1,0,General,Bottoms,Skirts
949,59,Returning,This runs large. i usually wear a m so i ordered the m/l. reordering in next size down and hope that helps. i gave it 5 stars because the knit is beautiful and quality looked great.,5,1,0,General,Tops,Sweaters
903,28,,,5,1,0,General,Tops,Fine gauge
952,66,Adorable sweater,Love this sweater. it can look dressy or just right with jeans! now if it will just cool down i can wear it!,5,1,2,General,Tops,Sweaters
949,53,Love!!!,"I am petite, 5'2"" - purchased the xsmall and it is a little big, but had to have this!! i would say runs a bit large. i think it will be a great addition to any wardrobe.",5,1,0,General,Tops,Sweaters
1151,39,Classic and flattering,"While i wouldn't normally look at this piece, the price was unbeatable. i was even more impressed when it arrived and i tried it on! the design is reminiscent of an old time patchwork quilt fairy tale- more beautiful in person than in the pic. the covered buttons at the neck and wrists are just lovely and feminine, and the dress falls and flows around me in a fun and flirty way. i paired it with charcoal heather tights and dark gray booties- super cute! you won't regret it.",5,1,1,General,Dresses,Dresses
1051,45,,"The cut is small. i am 5'9"", 150 lbs and usually wear 6-8/medium pants. medium in these is too fitted on my hips and rear.the polyester will be hot in summer. returning for another brand.",2,0,1,General Petite,Bottoms,Pants
1025,42,Great go to!,"True to the verdugo style. love the fit, stretch but holds shape...super comfy!",4,1,4,General Petite,Bottoms,Jeans
1151,35,So happy with purchse!,I wasn't sure if this dress would hang correctly on me and make me look shapeless but i'm so happy with it! the fabric is so comfortable and the tie in the back really helps draw it in so my waist is defined. the length is great and it's super comfortable but looks polished!,5,1,0,General,Dresses,Dresses
1151,38,,"This dress is beautiful and surprisingly flattering. i never would've picked this up for myself, but i'm so glad i did. it's also super comfortable.",5,1,4,General,Dresses,Dresses
1051,39,"Fun and different,","These pants have substance in the material, it seems thick. i found htem to be very comfortable and love the tir waist detail. my only ""complaint' is they don't come in petites, so on my short legs, teh hem came jsut above my ankle. i think htey would look nicer with a tighter shirt than pictured on the model. did not purchase,but keeping in mind for future...",4,1,0,General Petite,Bottoms,Pants
1025,34,Just great,I love paige jeans and these are no exception. the wash is so so great - a faded black/charcoal grey. it's like having two pairs of jeans in one! i am normally a 26 in most jeans and that's what i took in these. highly recommend!,5,1,1,General Petite,Bottoms,Jeans
1151,33,Not for those with large chests,"I really wanted to love this dress. the pattern is so much prettier in person. i typically wear a medium, sometimes a large in tops. the medium in this dress was too tight in my chest; the large fit my chest but was ridiculously large in other areas. the front of the dress goes up pretty high (for someone with a large chest) and flows down. there is a tie in the back but it doesn't do much to help with the shape in the front.",4,1,1,General,Dresses,Dresses
1077,35,Too short,"I'm a fan of yumi kim dresses and consistently wear size small. so, i ordered this in a small, and the top was a little loose, but it was way too short. there's no way i would feel comfortable wearing this in public. i'm 5'7"", and the hem was higher than mid-thigh on me. the waist is also billowy and has no defined shape.",2,0,1,General Petite,Dresses,Dresses
1151,31,Beautiful but missing buttons,"This dress is beautiful! i normally do not order online because i am so picky with how clothes fit. i am 5'4 and 138 lbs. i recently had a baby, so i am self conscious about my tummy area still. this dress fits great and looks great on! it's sort of ""a"" shaped, but very flattering and still gives you a good overall shape. the colors are a redish orange, navy and creamish white. i'm having to exchange it at the moment because it came in missing both buttons on each sleeve. the buttons are necessa",4,1,0,General,Dresses,Dresses
1151,23,Beautiful and classic!,"As soon as i saw this dress, i knew i wanted it. it looked perfect for travel and just comfy as can be. now, i usually wear a large, so i ordered one and patiently waited for it's arrival. however, when i tried it on, it was too big and the button on the sleeve popped off! i would recommend giving the buttons a little extra support if you can. i purchased a medium and it fits perfectly. this dress is one that will work year round for a variety of events and occasions.",4,1,6,General,Dresses,Dresses
1077,29,Cute but short!,"This dress was so lovely in person, but when i put it on...ooh la la! it is short! i am 5' 3"" and i would not walk outside in this dress without something underneath. it just needed one more tier and i would have kept it for sure. too bad!",3,1,1,General Petite,Dresses,Dresses
1095,48,Beautiful dress,Beautiful dress but i had to returned because the size large was a little big,4,1,1,General Petite,Dresses,Dresses
1151,54,,"I am 5'8"" 140 lbs and the m fits perfectly. it is flowy and feminine but the tie in the back keeps it from looking boxy. pattern is really nice. great dress!",5,1,0,General,Dresses,Dresses
1151,19,,"This dress is amazing! it's perfect for a casual family or friend get together, or a fall dress with boots. the back ties to make it more flattering than just a shift dress. quality of the dress is great, and the material is very versatile.",5,1,10,General,Dresses,Dresses
1044,37,Not fit for travel,I purchased these pants on 12/2/15 as a more fashionable alternative to yoga pants while traveling southeast asia starting february. after about 10-15 wears (with little washing in between as i was backpacker style traveling) the pants wore through in between my legs. the fabric first started to develop little fuzz balls everywhere and then literally disintegrated in places. i tried to sew them to continue wearing them while traveling but alas the fabric had become so thin that the thread could,1,0,0,General,Bottoms,Pants
1151,43,Flattering!,"Beautiful dress! love the colors and fit. can be dressed up or down. the only negative is that the buttons fall off. this is my third dress and it too lost a button the first time i wore it. i don't live near an retailer store so i will be keeping it anyways, as this is already my third dress :( my advice would be to reinforce the three buttons as soon as you buy it. there is one at the top, front of the dress and one on each sleeve.",4,1,10,General,Dresses,Dresses
1022,40,,These jeans look better in person - the pattern is more subtle than the picture online. these run true to size for ag denim.,5,1,0,General,Bottoms,Jeans
1051,54,Nice material,"Hi, these are really nice. the material is thick. they will probably be warm in the heat. they are made of 100% polyester. if they were made out of linen they would be perfect.",5,1,0,General Petite,Bottoms,Pants
1151,32,"Classic, pretty dress","This dress is very pretty. i love it! people are not kidding about the buttons! i was prepared to reinforce them after it arrived. unfortunately, both buttons at the wrists were missing and they were not in the bag. it was on sale so i'm guessing they were lost before shipping. i love the dress enough to keep it. it will not be that big of a deal to replace them. besides the buttons, the dress is a very nice quality. it is lined and has a nice weight to it. i'm obsessed with rifle paper co. so i",5,1,0,General,Dresses,Dresses
1025,39,Should've sized up,"I love the fit, feel and quality but i didn't realize these are the new improved fabric denim weave that has almost no stretch.  i usually wear a 28 and i wish i had purchased the 29 or 30 to accommodate my weight fluctuations.  the great thing about this style is that i will not stretch out at the stress points unattractively.",4,1,0,General Petite,Bottoms,Jeans
1151,52,Darling pattern,"The fabric pattern is darling. i wore it in amsterdam and was told it looks like a traditional folk pattern. the dress is lightweight and is loose at the waist. sometimes i add a belt to cinch it in.

like another reviewer said, the buttons do pop off easily. i lost one at the cuff on the first day i wore the dress.",5,1,0,General,Dresses,Dresses
554,48,Perhaps the most comfy pants ever,"I'm 5'2 & the length is fine except i'd probably hem if i used for yoga/pilates. but i prefer cropped for those activities, so these are just knock a round lounge pants for me. they are thin, but not in a cheap way. i don't understand why they're called french terry became that's not what i see/feel; but they are sumptuous & soft. i like that the fold over waist part is stitched & keeps its shape. for size reference, , i got the black xxs- i'm 115 lbs, athletic apple & they fit/look great & clin",5,1,0,Initmates,Intimate,Sleep
936,43,Really pretty,Really pretty. not very itchy and a great sweater to dress up or down.,4,1,0,General Petite,Tops,Sweaters
936,30,,"I purchased this in the coral color and i am very happy with it. i find it to run true to size, has a nice stretch to it, but fits close to the body. the coral is gorgeous and looks very nice with my olive skin. the only odd thing i have found is the sweater seems to have random darker fibers. i looked at all of them in this color in store and they all had some dark fibers... strange. but, i have worn a few times already and i am very happy.",4,1,0,General Petite,Tops,Sweaters
348,28,Cute but not practical,Top is completely see through. i cant imagine if it were to get wet what it would look like. it is a cute design but not practical at all.,1,0,6,Initmates,Intimate,Swim
866,57,"Cute online, but....","I agree with the other two reviews that this shirt runs large, or something? ! i ordered an xs, my usual size, xs-s. the body of the shirt is very loose, the upper arms are a bit snug, and i don't have large arms. the shoulder seams are in a very strange place, but when you look at the model, it doesn't look so bad. with the shirt i received, and another reviewer, the seam was puffy, making for a strange look. in theory, the shirt should have worked, but didn't. i loved the pattern, not the fit.",2,0,0,General Petite,Tops,Knits
936,44,Super comfy,"Warm, asthetically pleasing and super comfy. i love the combination of style and comfort together. this sweater is a must have.",4,1,0,General Petite,Tops,Sweaters
861,37,Too short,I had high hopes for this cute top but it runs very short. it is not as long as it appears on the model so it looked odd when i put it on. unfortunately it had to go back. bummer cuz it was very cute in the pix!,2,0,5,General Petite,Tops,Knits
936,62,Not for me,"I loved the look of this sweater on-line, but it just didn't work for me. the fit wasn't good enough. the style okay. the color fine. the feel, scratchy. overall, it did not work for my body.",2,0,0,General Petite,Tops,Sweaters
866,33,Too big with very odd arms,"I really wanted to love this shirt. the snowflake and stripe design is really cute, and the fabric is of nice quality. it's a very loose fit, which i would've been willing to work with, but... as mentioned in previous reviews, the shoulder seam rests in an odd place on your upper arm, and there are little bumps in the fabric on the arms that appear similar to what happens if you leave a shirt on a wire hanger too long. it looks like you have nubby little wings coming out of your arms. not attrac",2,0,0,General Petite,Tops,Knits
907,31,Trimmed myself with bows,"I bought this on a whim because the colors were so me and fell in love with the bows and button back. i wore this over a lace peplum and opened up the bottom buttons of the button back for a fun layered look. true to size, as i was in my normal size small (5'5"", 135lbs, 34c). definitely check this out in person.",5,1,0,General Petite,Tops,Fine gauge
907,39,Very cute,"I am a sucker for bows, so decided to try this one and ordered it. i went with the petite, without trying on the regular size (in hindsight, i should have ordered both), but tit fit very nicely in petite, so keeping it. length is as on the model, right at hip, the colros of hte bow are well represented on the picture, light pink, light mustard yellow and navy, so i stil lthink it is neutral ebough to mix with other colors: warm or cold palette. love hte button detial in the back, i ordered xs an",5,1,1,General Petite,Tops,Fine gauge
936,37,Solid basic sweater,"I had just bleached my hair really blonde and was in the mood for something pink, so when i saw the rose color of this sweater in the store it fit the bill. nice and easy to wear, a wee bit scratchy but not too bad.",4,1,0,General Petite,Tops,Sweaters
936,39,Itchy scratchy,"I am 5'8"" and 130 lbs and bought a size s. it fits, but is not as roomy as it appears in the model and the sleeves are not as long. the collar fits strangely on me. the deal breaker was that the sweater is not soft, but is itchy and kind of coarse. i am returning this one.",3,0,0,General Petite,Tops,Sweaters
881,41,,,5,1,0,General,Tops,Knits
936,33,A bit short,"This sweater is super cute with the mock neck. i love all 3 colors. i typically wear either an xs or s in retailer sweaters, and purchased a s in this one. now that i've put it on again at home, i'm wondering if i should have sized up to a m mainly due to the sleeves and hem of the sweater being short. i'm 5'6"" (and 126 lbs), so not overly tall and don't typically have this issue. i feel like the model (who is likely taller than me) has to have on at least a size l and have the sweater pinned back",4,1,0,General Petite,Tops,Sweaters
936,33,Cozy,I tried this one on in the store and my typical xs fit perfect. it's not too boxy in the waist like every other sweater this season. also the mock neck is not to wide and is flattering. it sheds which i do not like but not as bad as some. the material is thin but warm i would layer it.,5,1,0,General Petite,Tops,Sweaters
861,23,Adorable top!,"I fell in love with the color and peplum design of this top online, and decided to order it. the fabric is soft, but strong, and the color is just as pictured. perfect for a casual shopping day or lunch date out with friends.",5,1,2,General Petite,Tops,Knits
861,20,One of my favorite/go-to tops!,"I absolutely adore this shirt, it is such a comfortable material and goes great with a pair of jeans! i love how it fits tightly in the sleeves and flows out at the bottom just the right amount. i highly recommend adding this to your wardrobe.",5,1,1,General Petite,Tops,Knits
936,42,Simple and nice,"I pretty much love any sweater by moth. this one is no exception. soft, lofty, and a pretty shade (i bought in pink), this will be a cold weather staple.",5,1,0,General Petite,Tops,Sweaters
1028,53,Can't beat coh!,"I love the fleetwood style...very trendy...fit like a dream - very long for you leggy gals. me, i need to hem (these would also look cute as cutoffs for us shorties)...true to size - slim fit!",5,1,0,General Petite,Bottoms,Jeans
881,32,Cotton comfort,"Super comfy cotton top, will be great for hot summer days when my shoulders have had enough sun!",5,1,0,General,Tops,Knits
1025,33,High rise,"Agree with above review. these are described totally wrong. they are not 8.5 rise. they are very high rise, so much that i didnt even try them on...the color isnt good either, it looks like a cheap levi's color or just not a quality denim. if you like high rise, you might like them. i can't comment on fit..",1,0,2,General Petite,Bottoms,Jeans
866,50,Like it .. but not for me,"Think price convinced me to put this in my bag ... the oops of on line shopping i guess. the strip and 'stitch' like snowflake is just not me. a little too ""cutesy' for me. if strip alone might have kept .. but this is just too much, not my style .. back it goes.",3,1,0,General Petite,Tops,Knits
936,57,Winter white sweater,"Bought this sweater on sale off the website. it fits perfectly - nice length. as some others said, a little scratchy at the neck but certainly tolerable - just need to wear a cami or tee underneath. the collar is a nice shape. fabric is a little stiffer than it ""looks"" in the photos.",4,1,0,General Petite,Tops,Sweaters
936,31,Ichy.,I made the mistake of ordering without checking the reviews. cute design but not as comfy as it looks. returned immediately.,1,0,1,General Petite,Tops,Sweaters
936,49,Love this mock neck,Great mock neck fits well and looks great with pants and skirts!! also love the dark grey color!!,5,1,1,General Petite,Tops,Sweaters
866,53,,This top runs huge. not only in the torso/chest area but the sleeves on this were enormous and the shoulder area was very puffy. i am normally between a m-l but would have to get a small or extra small to make it work.,2,0,4,General Petite,Tops,Knits
861,57,,Love this top! the length is perfect and it is very stylish! hope it will come in other colors because i would buy more!!,5,1,8,General Petite,Tops,Knits
907,31,Bow-daceous.,"5'7"", 135, 34c, 27-28 waist. love. a thin pullover (early fall weight) great for layering or on its on. darling with a skirt or jeans. buttons down the back for looks. bought the small. tts. fits like in the picture - hits at the hip. colors in photo are accurate. would be darling oversized too. it has just the right amount of fun without entering the stratosphere of crazy-cat-lady level. no bows on the back. i'd hand wash this one. if you still love bows, but don't want to be mistaken for being",5,1,1,General Petite,Tops,Fine gauge
1100,32,,This dress is so flattering and just beautiful in person. love it!,5,1,1,General Petite,Dresses,Dresses
861,26,Super comfy,I'm an employee and bought this top today. i'm so happy i ended up buying it on a whim! it's adorable and super comfy! it's perfect for those jeans and a tee day! i can't wait to wear it to work. the color is gorgeous and the peplum adds a feminine detail without being too puffy...in love!,5,1,11,General Petite,Tops,Knits
866,62,,"I liked this as soon as i saw it. the cross stitch embroidery on the front adds a lot to the usual striped top. the fir is good, not too right or lose. i took a size medium, which was good for my 5' 140 lb frame. the 100% cotton was a plus for me, also. the thing i like the post about retailer is the uniqueness of the clothing. i don't feel like i see myself all over town.",5,1,0,General Petite,Tops,Knits
881,37,Meh,It was ok. very swingy and lots of fabric at the bottom. the pocket seemed to not sit in the right spot like it was too far over and i wanted to keep adjusting the position of the shirt. i might buy it on sale but i sent it back bc it's definitely not worth $60.,3,0,1,General,Tops,Knits
